produto,categoria,cliente,vendedor,data_venda,faturamento
Livro Python,Livros,Davi Lucas,Eduardo,2024-06-26,352.53000000000003
Livro Python,Livros,Davi Lucca,Ana,2024-12-06,509.16
Livro Python,Livros,Davi Lucca,Bruno,2024-10-27,113.89
Livro Python,Livros,Davi Lucca,Daniela,2024-11-16,254.88
Livro Python,Livros,Davi Luiz,Daniela,2024-09-23,115.77
Livro Python,Livros,Davi Luiz,Daniela,2024-09-26,391.23
Livro Python,Livros,Davi Miguel,Ana,2024-10-23,376.62
Livro Python,Livros,Davi Miguel,Bruno,2024-10-05,391.56000000000006
Livro Python,Livros,Davi Miguel,Bruno,2024-11-13,363.15
Livro Python,Livros,Davi Miguel,Daniela,2024-04-22,345.15
Livro Python,Livros,Davi Miguel,Daniela,2024-10-09,480.2
Livro Python,Livros,Davi Miguel,Daniela,2024-10-21,258.32
Livro Python,Livros,Diego,Ana,2024-06-27,122.1
Livro Python,Livros,Diego,Bruno,2024-02-26,501.6
Livro Python,Livros,Diego,Carlos,2024-02-02,360.24
Livro Python,Livros,Diego,Carlos,2024-02-29,343.44
Livro Python,Livros,Diego,Daniela,2024-04-09,325.56
Livro Python,Livros,Diego,Daniela,2024-06-26,109.01
Livro Python,Livros,Diogo,Ana,2024-09-11,352.46999999999997
Livro Python,Livros,Diogo,Daniela,2024-02-24,508.88
Livro Python,Livros,Diogo,Daniela,2024-06-12,366.36
Livro Python,Livros,Diogo,Eduardo,2024-02-08,245.86
Livro Python,Livros,Diogo,Eduardo,2024-11-28,128.0
Livro Python,Livros,Eduarda,Ana,2024-06-22,260.64
Livro Python,Livros,Eduarda,Eduardo,2024-02-17,493.6
Livro Python,Livros,Eduarda,Eduardo,2024-03-31,248.2
Livro Python,Livros,Eduardo,Ana,2024-01-03,112.59
Livro Python,Livros,Eduardo,Ana,2024-05-17,372.9
Livro Python,Livros,Eduardo,Carlos,2024-07-13,123.07
Livro Python,Livros,Eduardo,Carlos,2024-08-15,111.97
Livro Python,Livros,Elisa,Ana,2024-09-19,254.92
Livro Python,Livros,Eloah,Ana,2024-11-03,127.04
Livro Python,Livros,Eloah,Carlos,2024-10-02,109.42
Livro Python,Livros,Eloah,Daniela,2024-10-17,241.9
Livro Python,Livros,Eloá,Ana,2024-09-29,449.0
Livro Python,Livros,Eloá,Daniela,2024-01-03,385.34999999999997
Livro Python,Livros,Eloá,Daniela,2024-02-11,108.61
Livro Python,Livros,Eloá,Eduardo,2024-01-14,261.84
Livro Python,Livros,Eloá,Eduardo,2024-10-28,130.28
Livro Python,Livros,Emanuel,Ana,2024-01-23,219.82
Livro Python,Livros,Emanuel,Ana,2024-03-17,521.56
Livro Python,Livros,Emanuel,Bruno,2024-05-18,463.84
Livro Python,Livros,Emanuel,Daniela,2024-01-01,370.74
Livro Python,Livros,Emanuel,Daniela,2024-06-23,487.04
Livro Python,Livros,Emanuella,Bruno,2024-01-07,232.04
Livro Python,Livros,Emanuelly,Bruno,2024-08-01,113.06
Livro Python,Livros,Emanuelly,Bruno,2024-11-17,373.95000000000005
Livro Python,Livros,Emilly,Ana,2024-09-09,386.40000000000003
Livro Python,Livros,Enrico,Ana,2024-02-17,330.12
Livro Python,Livros,Enrico,Ana,2024-12-16,243.38
Livro Python,Livros,Enrico,Bruno,2024-10-30,227.5
Livro Python,Livros,Enrico,Carlos,2024-05-29,261.04
Livro Python,Livros,Enrico,Eduardo,2024-05-24,109.34
Livro Python,Livros,Enzo,Bruno,2024-08-07,128.27
Livro Python,Livros,Enzo,Bruno,2024-09-29,329.21999999999997
Livro Python,Livros,Enzo Gabriel,Ana,2024-02-18,239.1
Livro Python,Livros,Enzo Gabriel,Ana,2024-06-21,341.15999999999997
Livro Python,Livros,Enzo Gabriel,Daniela,2024-04-21,498.6
Livro Python,Livros,Enzo Gabriel,Daniela,2024-10-10,326.67
Livro Python,Livros,Enzo Gabriel,Eduardo,2024-01-08,520.4
Livro Python,Livros,Erick,Ana,2024-02-13,114.02
Livro Python,Livros,Erick,Carlos,2024-04-19,498.76
Livro Python,Livros,Ester,Ana,2024-02-10,468.96
Livro Python,Livros,Ester,Ana,2024-05-01,127.39
Livro Python,Livros,Ester,Carlos,2024-08-13,110.54
Livro Python,Livros,Ester,Daniela,2024-02-08,485.44
Livro Python,Livros,Esther,Ana,2024-07-01,387.36
Livro Python,Livros,Esther,Ana,2024-07-28,111.34
Livro Python,Livros,Esther,Ana,2024-08-18,110.94
Livro Python,Livros,Esther,Bruno,2024-03-15,328.53000000000003
Livro Python,Livros,Esther,Bruno,2024-08-14,345.39
Livro Python,Livros,Esther,Bruno,2024-11-18,120.23
Livro Python,Livros,Esther,Daniela,2024-05-26,508.8
Livro Python,Livros,Esther,Daniela,2024-12-04,115.38
Livro Python,Livros,Esther,Daniela,2024-12-30,506.88
Livro Python,Livros,Esther,Eduardo,2024-05-14,394.71
Livro Python,Livros,Felipe,Daniela,2024-03-17,495.52
Livro Python,Livros,Felipe,Eduardo,2024-12-07,452.12
Livro Python,Livros,Fernanda,Ana,2024-11-06,217.0
Livro Python,Livros,Fernanda,Bruno,2024-02-05,121.96
Livro Python,Livros,Fernanda,Daniela,2024-01-11,458.8
Livro Python,Livros,Fernanda,Daniela,2024-05-06,119.65
Livro Python,Livros,Fernando,Carlos,2024-03-25,382.29
Livro Python,Livros,Fernando,Eduardo,2024-01-01,110.81
Livro Python,Livros,Francisco,Carlos,2024-10-13,223.08
Livro Python,Livros,Francisco,Eduardo,2024-09-23,507.04
Livro Python,Livros,Gabriel,Ana,2024-05-09,120.46
Livro Python,Livros,Gabriel,Carlos,2024-05-24,332.70000000000005
Livro Python,Livros,Gabriel,Carlos,2024-08-08,221.9
Livro Python,Livros,Gabriel,Carlos,2024-08-17,224.1
Livro Python,Livros,Gabriel,Daniela,2024-01-02,439.4
Livro Python,Livros,Gabriel,Daniela,2024-09-08,235.16
Livro Python,Livros,Gabriela,Ana,2024-06-09,220.78
Livro Python,Livros,Gabriela,Ana,2024-07-23,245.8
Livro Python,Livros,Gabriela,Carlos,2024-01-23,221.06
Livro Python,Livros,Gabriela,Carlos,2024-12-29,245.48
Livro Python,Livros,Gabriela,Daniela,2024-04-02,123.74
Livro Python,Livros,Gabriela,Daniela,2024-07-03,452.36
Livro Python,Livros,Gabrielly,Ana,2024-08-15,110.03
Livro Python,Livros,Gabrielly,Bruno,2024-04-12,254.1
Livro Python,Livros,Gabrielly,Bruno,2024-10-12,118.49
Livro Python,Livros,Gael,Daniela,2024-01-31,121.77
Livro Python,Livros,Gael,Daniela,2024-10-22,332.31
Livro Python,Livros,Gael Henrique,Ana,2024-07-13,221.82
Livro Python,Livros,Gael Henrique,Daniela,2024-05-22,449.4
Livro Python,Livros,Gael Henrique,Daniela,2024-06-09,257.68
Livro Python,Livros,Giovanna,Ana,2024-04-03,127.84
Livro Python,Livros,Giovanna,Ana,2024-04-26,116.53
Livro Python,Livros,Giovanna,Ana,2024-12-02,230.86
Livro Python,Livros,Guilherme,Ana,2024-01-27,130.06
Livro Python,Livros,Guilherme,Bruno,2024-06-09,376.5
Livro Python,Livros,Guilherme,Daniela,2024-05-13,361.62
Livro Python,Livros,Guilherme,Daniela,2024-09-25,520.72
Livro Python,Livros,Guilherme,Daniela,2024-12-15,467.84
Livro Python,Livros,Gustavo,Bruno,2024-04-28,117.09
Livro Python,Livros,Gustavo Henrique,Ana,2024-11-27,256.84
Livro Python,Livros,Gustavo Henrique,Carlos,2024-03-27,237.7
Livro Python,Livros,Gustavo Henrique,Carlos,2024-09-27,115.7
Livro Python,Livros,Hadassa,Bruno,2024-03-03,252.52
Livro Python,Livros,Hadassa,Bruno,2024-03-10,237.58
Livro Python,Livros,Hadassa,Carlos,2024-12-27,363.63
Livro Python,Livros,Hadassa,Daniela,2024-09-29,331.74
Livro Python,Livros,Hadassa,Eduardo,2024-04-10,126.16
Livro Python,Livros,Heitor,Ana,2024-12-06,438.88
Livro Python,Livros,Heitor,Eduardo,2024-05-20,263.04
Livro Python,Livros,Helena,Ana,2024-08-31,432.12
Livro Python,Livros,Helena,Bruno,2024-10-11,232.84
Livro Python,Livros,Helena,Carlos,2024-01-14,121.48
Livro Python,Livros,Helena,Carlos,2024-10-07,110.73
Livro Python,Livros,Helena,Eduardo,2024-04-18,109.86
Livro Python,Livros,Helena,Eduardo,2024-11-08,216.34
Livro Python,Livros,Helena,Eduardo,2024-11-12,219.68
Livro Python,Livros,Hellena,Ana,2024-08-11,232.42
Livro Python,Livros,Hellena,Bruno,2024-05-21,110.71
Livro Python,Livros,Hellena,Bruno,2024-11-17,437.0
Livro Python,Livros,Hellena,Daniela,2024-01-05,224.8
Livro Python,Livros,Hellena,Daniela,2024-03-16,121.73
Livro Python,Livros,Hellena,Daniela,2024-07-21,127.51
Livro Python,Livros,Hellena,Eduardo,2024-10-06,335.90999999999997
Livro Python,Livros,Heloisa,Ana,2024-03-29,527.8
Livro Python,Livros,Heloisa,Eduardo,2024-07-15,441.32
Livro Python,Livros,Heloísa,Bruno,2024-01-03,119.05
Livro Python,Livros,Heloísa,Bruno,2024-08-08,116.64
Livro Python,Livros,Heloísa,Carlos,2024-04-25,114.69
Livro Python,Livros,Heloísa,Daniela,2024-02-05,452.64
Livro Python,Livros,Heloísa,Daniela,2024-09-30,325.11
Livro Python,Livros,Henrique,Carlos,2024-01-30,231.0
Livro Python,Livros,Henry Gabriel,Ana,2024-03-28,387.03
Livro Python,Livros,Henry Gabriel,Ana,2024-05-07,263.14
Livro Python,Livros,Henry Gabriel,Bruno,2024-05-23,123.04
Livro Python,Livros,Henry Gabriel,Carlos,2024-10-01,454.12
Livro Python,Livros,Henry Gabriel,Daniela,2024-06-27,340.83
Livro Python,Livros,Ian,Bruno,2024-06-02,128.04
Livro Python,Livros,Ian,Bruno,2024-06-23,130.64
Livro Python,Livros,Ian,Bruno,2024-08-16,112.98
Livro Python,Livros,Ian,Carlos,2024-09-16,444.8
Livro Python,Livros,Ian,Carlos,2024-12-26,127.56
Livro Python,Livros,Ian,Daniela,2024-10-22,387.63
Livro Python,Livros,Ian,Eduardo,2024-05-24,435.8
Livro Python,Livros,Igor,Ana,2024-06-05,260.34
Livro Python,Livros,Igor,Eduardo,2024-01-09,119.86
Livro Python,Livros,Igor,Eduardo,2024-03-10,352.98
Livro Python,Livros,Isaac,Carlos,2024-02-15,393.75
Livro Python,Livros,Isaac,Carlos,2024-04-22,237.88
Livro Python,Livros,Isaac,Eduardo,2024-05-25,511.08
Livro Python,Livros,Isabel,Ana,2024-03-21,520.12
Livro Python,Livros,Isabel,Bruno,2024-06-30,327.63
Livro Python,Livros,Isabel,Carlos,2024-08-31,254.2
Livro Python,Livros,Isabel,Carlos,2024-09-23,261.22
Livro Python,Livros,Isabel,Carlos,2024-11-15,233.26
Livro Python,Livros,Isabel,Daniela,2024-01-18,117.4
Livro Python,Livros,Isabel,Daniela,2024-07-14,334.02
Livro Python,Livros,Isabela,Ana,2024-01-24,113.96
Livro Python,Livros,Isabela,Ana,2024-03-22,436.72
Livro Python,Livros,Isabela,Ana,2024-10-27,239.72
Livro Python,Livros,Isabela,Bruno,2024-10-28,391.02
Livro Python,Livros,Isabela,Carlos,2024-10-30,130.66
Livro Python,Livros,Isabela,Daniela,2024-04-17,514.96
Livro Python,Livros,Isabella,Carlos,2024-02-28,244.46999999999997
Livro Python,Livros,Isabella,Daniela,2024-03-05,486.0
Livro Python,Livros,Isabella,Daniela,2024-11-07,457.4
Livro Python,Livros,Isabelly,Ana,2024-05-18,113.04
Livro Python,Livros,Isabelly,Bruno,2024-04-23,503.56
Livro Python,Livros,Isadora,Carlos,2024-05-08,124.31
Livro Python,Livros,Isadora,Eduardo,2024-01-08,381.84000000000003
Livro Python,Livros,Isadora,Eduardo,2024-03-10,506.08
Livro Python,Livros,Isadora,Eduardo,2024-06-06,256.32
Livro Python,Livros,Isaque,Ana,2024-09-11,122.13
Livro Python,Livros,Isaque,Ana,2024-10-24,362.90999999999997
Livro Python,Livros,Isaque,Eduardo,2024-09-04,119.85
Livro Python,Livros,Isis,Bruno,2024-08-11,472.64
Livro Python,Livros,Isis,Bruno,2024-08-12,522.52
Livro Python,Livros,Isis,Carlos,2024-06-01,124.77
Livro Python,Livros,Jade,Ana,2024-08-20,128.21
Livro Python,Livros,Jade,Ana,2024-08-26,126.2
Livro Python,Livros,Jade,Ana,2024-10-08,383.43
Livro Python,Livros,Jade,Daniela,2024-02-20,113.12
Livro Python,Livros,Jade,Eduardo,2024-03-26,129.9
Livro Python,Livros,Joana,Ana,2024-03-22,346.46999999999997
Livro Python,Livros,Joana,Ana,2024-10-27,238.04
Livro Python,Livros,Joana,Ana,2024-12-04,241.76
Livro Python,Livros,Joana,Bruno,2024-08-02,498.88
Livro Python,Livros,Joaquim,Ana,2024-03-09,376.29
Livro Python,Livros,Joaquim,Carlos,2024-01-19,226.12
Livro Python,Livros,Josué,Daniela,2024-01-01,122.99
Livro Python,Livros,Josué,Daniela,2024-05-12,360.87
Livro Python,Livros,José,Ana,2024-12-02,461.8
Livro Python,Livros,José,Bruno,2024-01-06,231.78
Livro Python,Livros,José,Bruno,2024-08-16,329.01
Livro Python,Livros,José,Bruno,2024-11-28,388.74
Livro Python,Livros,José,Carlos,2024-06-15,339.39
Livro Python,Livros,José,Daniela,2024-09-07,500.68
Livro Python,Livros,José Miguel,Ana,2024-06-05,470.12
Livro Python,Livros,José Miguel,Bruno,2024-11-24,462.64
Livro Python,Livros,José Miguel,Eduardo,2024-04-21,334.11
Livro Python,Livros,José Pedro,Eduardo,2024-08-29,353.49
Livro Python,Livros,João,Ana,2024-05-17,240.8
Livro Python,Livros,João,Eduardo,2024-10-05,395.07
Livro Python,Livros,João Felipe,Bruno,2024-10-05,233.86
Livro Python,Livros,João Felipe,Bruno,2024-11-26,120.74
Livro Python,Livros,João Felipe,Carlos,2024-05-02,250.84
Livro Python,Livros,João Felipe,Daniela,2024-01-08,255.98
Livro Python,Livros,João Felipe,Daniela,2024-05-20,349.56
Livro Python,Livros,João Gabriel,Bruno,2024-08-09,518.04
Livro Python,Livros,João Guilherme,Ana,2024-10-13,516.4
Livro Python,Livros,João Guilherme,Bruno,2024-09-21,111.25
Livro Python,Livros,João Guilherme,Eduardo,2024-03-22,116.83
Livro Python,Livros,João Guilherme,Eduardo,2024-05-14,467.68
Livro Python,Livros,João Lucas,Bruno,2024-06-01,248.46
Livro Python,Livros,João Lucas,Carlos,2024-03-02,461.16
Livro Python,Livros,João Lucas,Eduardo,2024-06-06,115.76
Livro Python,Livros,João Lucas,Eduardo,2024-10-14,246.42
Livro Python,Livros,João Miguel,Bruno,2024-08-18,446.28
Livro Python,Livros,João Miguel,Bruno,2024-09-29,119.98
Livro Python,Livros,João Miguel,Carlos,2024-02-17,522.72
Livro Python,Livros,João Miguel,Carlos,2024-09-23,235.92
Livro Python,Livros,João Miguel,Carlos,2024-12-20,440.92
Livro Python,Livros,João Miguel,Daniela,2024-01-13,514.8
Livro Python,Livros,João Miguel,Eduardo,2024-07-02,119.7
Livro Python,Livros,João Pedro,Bruno,2024-02-03,499.92
Livro Python,Livros,João Pedro,Bruno,2024-12-26,111.25
Livro Python,Livros,João Pedro,Carlos,2024-06-12,254.86
Livro Python,Livros,João Pedro,Carlos,2024-08-23,393.54
Livro Python,Livros,Juan,Ana,2024-06-24,250.8
Livro Python,Livros,Juan,Carlos,2024-06-06,225.14
Livro Python,Livros,Juan,Eduardo,2024-10-04,243.28
Livro Python,Livros,Julia,Ana,2024-03-08,510.6
Livro Python,Livros,Julia,Bruno,2024-08-13,479.96
Livro Python,Livros,Julia,Daniela,2024-03-07,263.38
Livro Python,Livros,Juliana,Eduardo,2024-02-18,254.66
Livro Python,Livros,Júlia,Ana,2024-09-25,453.12
Livro Python,Livros,Júlia,Bruno,2024-07-19,359.01
Livro Python,Livros,Júlia,Carlos,2024-01-25,369.48
Livro Python,Livros,Júlia,Eduardo,2024-06-25,129.72
Livro Python,Livros,Kaique,Carlos,2024-05-28,366.57
Livro Python,Livros,Kaique,Carlos,2024-10-27,373.23
Livro Python,Livros,Kaique,Eduardo,2024-03-15,483.6
Livro Python,Livros,Kamilly,Daniela,2024-12-12,228.14
Livro Python,Livros,Kamilly,Eduardo,2024-03-01,235.2
Livro Python,Livros,Kamilly,Eduardo,2024-10-30,231.68
Livro Python,Livros,Kevin,Bruno,2024-12-18,500.6
Livro Python,Livros,Kevin,Carlos,2024-09-06,366.96
Livro Python,Livros,Kevin,Daniela,2024-01-28,360.9
Livro Python,Livros,Kevin,Daniela,2024-08-13,487.8
Livro Python,Livros,Kevin,Eduardo,2024-11-24,517.08
Livro Python,Livros,Lara,Ana,2024-04-03,125.9
Livro Python,Livros,Lara,Bruno,2024-01-30,507.48
Livro Python,Livros,Lara,Eduardo,2024-06-15,327.24
Livro Python,Livros,Lara,Eduardo,2024-11-11,467.04
Livro Python,Livros,Larissa,Ana,2024-01-28,114.01
Livro Python,Livros,Larissa,Ana,2024-04-26,357.96
Livro Python,Livros,Larissa,Bruno,2024-09-09,491.64
Livro Python,Livros,Laura,Ana,2024-03-22,235.48
Livro Python,Livros,Laura,Ana,2024-12-28,392.25
Livro Python,Livros,Laura,Bruno,2024-10-21,519.24
Livro Python,Livros,Laura,Bruno,2024-11-25,126.48
Livro Python,Livros,Laura,Carlos,2024-09-02,500.2
Livro Python,Livros,Laura,Daniela,2024-07-22,263.02
Livro Python,Livros,Laura,Eduardo,2024-10-28,244.96
Livro Python,Livros,Laura,Eduardo,2024-11-04,124.87
Livro Python,Livros,Lavínia,Eduardo,2024-01-31,348.12
Livro Python,Livros,Laís,Ana,2024-01-24,245.18
Livro Python,Livros,Laís,Daniela,2024-03-10,130.62
Livro Python,Livros,Laís,Daniela,2024-04-28,337.59000000000003
Livro Python,Livros,Leandro,Ana,2024-05-05,372.78000000000003
Livro Python,Livros,Leandro,Daniela,2024-12-19,443.0
Livro Python,Livros,Leandro,Eduardo,2024-08-16,447.28
Livro Python,Livros,Leandro,Eduardo,2024-09-26,340.92
Livro Python,Livros,Leonardo,Ana,2024-11-30,108.96
Livro Python,Livros,Leonardo,Bruno,2024-12-14,527.48
Livro Python,Livros,Letícia,Eduardo,2024-02-11,521.96
Livro Python,Livros,Levi,Ana,2024-06-14,361.65
Livro Python,Livros,Levi,Carlos,2024-06-13,466.88
Livro Python,Livros,Levi,Daniela,2024-07-21,453.92
Livro Python,Livros,Liam,Daniela,2024-11-03,123.19
Livro Python,Livros,Liam,Eduardo,2024-08-07,492.36
Livro Python,Livros,Liz,Bruno,2024-06-01,121.68
Livro Python,Livros,Liz,Daniela,2024-12-26,108.14
Livro Python,Livros,Liz,Eduardo,2024-02-12,488.2
Livro Python,Livros,Liz,Eduardo,2024-08-02,260.06
Livro Python,Livros,Lorena,Ana,2024-03-26,368.49
Livro Python,Livros,Lorena,Bruno,2024-09-22,229.48
Livro Python,Livros,Lorena,Carlos,2024-10-02,493.2
Livro Python,Livros,Lorena,Daniela,2024-01-29,111.99
Livro Python,Livros,Lorena,Daniela,2024-08-18,347.04
Livro Python,Livros,Lorenzo,Ana,2024-03-22,120.92
Livro Python,Livros,Lorenzo,Ana,2024-04-03,258.38
Livro Python,Livros,Lorenzo,Daniela,2024-04-21,328.86
Livro Python,Livros,Lorenzo,Daniela,2024-05-15,248.7
Livro Python,Livros,Luan,Ana,2024-10-18,114.65
Livro Python,Livros,Luan,Bruno,2024-03-29,230.02
Livro Python,Livros,Luan,Carlos,2024-03-17,329.76
Livro Python,Livros,Luan,Eduardo,2024-02-19,126.04
Livro Python,Livros,Luana,Bruno,2024-05-22,243.94
Livro Python,Livros,Luana,Bruno,2024-08-07,348.27
Livro Python,Livros,Luana,Bruno,2024-11-20,470.52
Livro Python,Livros,Luana,Carlos,2024-05-06,452.08
Livro Python,Livros,Luana,Daniela,2024-12-07,252.0
Livro Python,Livros,Luara,Ana,2024-10-18,501.4
Livro Python,Livros,Luara,Ana,2024-11-04,448.56
Livro Python,Livros,Luara,Ana,2024-12-02,115.34
Livro Python,Livros,Luara,Carlos,2024-01-22,114.31
Livro Python,Livros,Luara,Eduardo,2024-03-07,511.28
Livro Python,Livros,Lucas Gabriel,Bruno,2024-01-01,114.09
Livro Python,Livros,Lucas Gabriel,Eduardo,2024-07-08,127.1
Livro Python,Livros,Lucca,Ana,2024-04-14,113.16
Livro Python,Livros,Lucca,Ana,2024-04-17,252.08
Livro Python,Livros,Lucca,Bruno,2024-12-06,496.64
Livro Python,Livros,Lucca,Carlos,2024-01-26,111.6
Livro Python,Livros,Lucca,Carlos,2024-07-24,461.32
Livro Python,Livros,Lucca,Daniela,2024-01-24,118.43
Livro Python,Livros,Lucca,Daniela,2024-10-27,245.82
Livro Python,Livros,Lucca,Eduardo,2024-05-05,123.22
Livro Python,Livros,Lucca,Eduardo,2024-06-14,131.06
Livro Python,Livros,Luigi,Ana,2024-12-18,353.07
Livro Python,Livros,Luigi,Bruno,2024-10-29,452.16
Livro Python,Livros,Luigi,Carlos,2024-05-22,505.92
Livro Python,Livros,Luigi,Eduardo,2024-02-13,386.07
Livro Python,Livros,Luiz Felipe,Bruno,2024-05-17,502.88
Livro Python,Livros,Luiz Fernando,Daniela,2024-02-14,256.3
Livro Python,Livros,Luiz Fernando,Eduardo,2024-04-07,255.82
Livro Python,Livros,Luiz Gustavo,Ana,2024-02-10,330.27
Livro Python,Livros,Luiz Gustavo,Ana,2024-03-22,370.46999999999997
Livro Python,Livros,Luiz Gustavo,Carlos,2024-10-06,486.12
Livro Python,Livros,Luiz Gustavo,Carlos,2024-12-08,109.27
Livro Python,Livros,Luiz Gustavo,Daniela,2024-04-04,247.66
Livro Python,Livros,Luiz Henrique,Ana,2024-07-23,327.93
Livro Python,Livros,Luiz Henrique,Daniela,2024-11-22,258.24
Livro Python,Livros,Luiz Henrique,Eduardo,2024-08-28,362.54999999999995
Livro Python,Livros,Luiz Miguel,Bruno,2024-07-28,463.08
Livro Python,Livros,Luiz Miguel,Carlos,2024-06-09,112.58
Livro Python,Livros,Luiz Miguel,Eduardo,2024-03-27,441.08
Livro Python,Livros,Luiz Miguel,Eduardo,2024-10-27,217.7
Livro Python,Livros,Luiz Otávio,Ana,2024-03-30,246.12
Livro Python,Livros,Luiz Otávio,Bruno,2024-01-13,481.6
Livro Python,Livros,Luiz Otávio,Carlos,2024-03-01,111.1
Livro Python,Livros,Luiz Otávio,Carlos,2024-06-13,491.92
Livro Python,Livros,Luiz Otávio,Eduardo,2024-04-26,118.53
Livro Python,Livros,Luna,Ana,2024-09-02,118.57
Livro Python,Livros,Lunna,Bruno,2024-07-14,232.04
Livro Python,Livros,Lunna,Carlos,2024-02-16,433.08
Livro Python,Livros,Luísa,Ana,2024-11-03,221.44
Livro Python,Livros,Luísa,Bruno,2024-04-12,473.0
Livro Python,Livros,Luísa,Daniela,2024-07-29,129.28
Livro Python,Livros,Luísa,Daniela,2024-08-18,367.89
Livro Python,Livros,Luísa,Daniela,2024-12-27,465.84
Livro Python,Livros,Luísa,Eduardo,2024-01-10,112.3
Livro Python,Livros,Luísa,Eduardo,2024-11-27,125.23
Livro Python,Livros,Léo,Daniela,2024-07-10,247.58
Livro Python,Livros,Léo,Daniela,2024-09-18,124.58
Livro Python,Livros,Léo,Eduardo,2024-04-04,124.26
Livro Python,Livros,Léo,Eduardo,2024-09-21,474.28
Livro Python,Livros,Lívia,Ana,2024-07-26,524.2
Livro Python,Livros,Lívia,Bruno,2024-05-17,433.04
Livro Python,Livros,Lívia,Bruno,2024-06-25,116.12
Livro Python,Livros,Lívia,Carlos,2024-01-28,511.28
Livro Python,Livros,Lívia,Eduardo,2024-02-01,454.2
Livro Python,Livros,Maitê,Ana,2024-03-27,250.98
Livro Python,Livros,Maitê,Bruno,2024-01-11,230.2
Livro Python,Livros,Maitê,Bruno,2024-10-09,335.67
Livro Python,Livros,Maitê,Carlos,2024-07-18,117.03
Livro Python,Livros,Manuela,Bruno,2024-09-24,117.02
Livro Python,Livros,Manuela,Daniela,2024-12-18,130.17
Livro Python,Livros,Manuela,Eduardo,2024-05-09,236.26
Livro Python,Livros,Manuela,Eduardo,2024-05-24,231.5
Livro Python,Livros,Manuela,Eduardo,2024-06-25,392.15999999999997
Livro Python,Livros,Marcela,Carlos,2024-03-23,113.64
Livro Python,Livros,Marcela,Eduardo,2024-04-17,129.26
Livro Python,Livros,Marcela,Eduardo,2024-09-14,464.8
Livro Python,Livros,Marcelo,Carlos,2024-04-09,120.35
Livro Python,Livros,Marcelo,Carlos,2024-10-24,121.62
Livro Python,Livros,Marcelo,Eduardo,2024-10-21,114.01
Livro Python,Livros,Marcos Vinicius,Ana,2024-01-02,471.24
Livro Python,Livros,Marcos Vinicius,Bruno,2024-03-02,476.6
Livro Python,Livros,Marcos Vinicius,Bruno,2024-12-13,246.06
Livro Python,Livros,Marcos Vinicius,Eduardo,2024-11-05,113.26
Livro Python,Livros,Maria,Ana,2024-11-04,492.76
Livro Python,Livros,Maria,Ana,2024-11-30,352.68
Livro Python,Livros,Maria,Bruno,2024-06-08,513.32
Livro Python,Livros,Maria,Bruno,2024-06-27,254.68
Livro Python,Livros,Maria,Carlos,2024-12-09,233.8
Livro Python,Livros,Maria,Eduardo,2024-08-07,116.21
Livro Python,Livros,Maria Alice,Ana,2024-04-17,779.0899999999999
Livro Python,Livros,Maria Alice,Bruno,2024-04-17,499.64
Livro Python,Livros,Maria Alice,Bruno,2024-11-29,252.32
Livro Python,Livros,Maria Alice,Bruno,2024-12-07,243.72
Livro Python,Livros,Maria Alice,Carlos,2024-03-05,251.02
Livro Python,Livros,Maria Alice,Carlos,2024-11-18,262.08
Livro Python,Livros,Maria Alice,Eduardo,2024-01-07,445.08
Livro Python,Livros,Maria Alice,Eduardo,2024-04-10,392.04
Livro Python,Livros,Maria Alice,Eduardo,2024-07-14,248.32
Livro Python,Livros,Maria Cecília,Ana,2024-08-27,343.98
Livro Python,Livros,Maria Cecília,Bruno,2024-03-15,125.06
Livro Python,Livros,Maria Cecília,Carlos,2024-02-04,113.85
Livro Python,Livros,Maria Cecília,Eduardo,2024-08-07,127.13
Livro Python,Livros,Maria Clara,Bruno,2024-08-22,340.32
Livro Python,Livros,Maria Clara,Carlos,2024-01-15,130.16
Livro Python,Livros,Maria Clara,Carlos,2024-04-12,521.44
Livro Python,Livros,Maria Clara,Carlos,2024-05-12,497.44
Livro Python,Livros,Maria Clara,Daniela,2024-02-20,118.34
Livro Python,Livros,Maria Clara,Daniela,2024-06-25,253.84
Livro Python,Livros,Maria Eduarda,Eduardo,2024-06-21,352.86
Livro Python,Livros,Maria Eduarda,Eduardo,2024-07-03,111.85
Livro Python,Livros,Maria Fernanda,Ana,2024-06-01,355.59000000000003
Livro Python,Livros,Maria Fernanda,Eduardo,2024-02-11,128.01
Livro Python,Livros,Maria Flor,Ana,2024-04-23,376.20000000000005
Livro Python,Livros,Maria Flor,Ana,2024-07-16,123.81
Livro Python,Livros,Maria Flor,Carlos,2024-04-05,467.36
Livro Python,Livros,Maria Flor,Carlos,2024-10-17,122.18
Livro Python,Livros,Maria Flor,Daniela,2024-02-25,218.78
Livro Python,Livros,Maria Flor,Daniela,2024-12-22,129.48
Livro Python,Livros,Maria Flor,Eduardo,2024-06-16,130.39
Livro Python,Livros,Maria Helena,Ana,2024-07-31,344.79
Livro Python,Livros,Maria Helena,Ana,2024-08-25,235.82
Livro Python,Livros,Maria Isis,Ana,2024-04-05,245.98
Livro Python,Livros,Maria Isis,Bruno,2024-11-01,253.08
Livro Python,Livros,Maria Isis,Bruno,2024-12-19,232.54
Livro Python,Livros,Maria Isis,Carlos,2024-10-17,110.01
